restaurante,reseña,rating,rating_predicho,error_prediccion,sentimiento,longitud
FONDA PALZAR (La del Manguito),Cristobal ChavezLocal Guide 2 fotos Hace 3 añosComida: 5Servicio: 5 Más Me gusta Compartir,5.0,4.82,0.17999999999999972,neutral,90
FONDA PALZAR (La del Manguito),Anabel Murillo VillamilLocal Guide 10 opiniones 36 fotos Hace 3 añosComida: 5Servicio: 5 Más Me gusta Compartir,5.0,4.49,0.5099999999999998,neutral,111
FONDA PALZAR (La del Manguito),Eric CanoLocal Guide 153 opiniones 206 fotos Hace 3 añosTipo de pedidoComida para llevar Más Me gusta Compartir,4.0,4.49,0.4900000000000002,neutral,111
FONDA PALZAR (La del Manguito),Isidro BarbaLocal Guide 1 opinión Hace 3 añosTipo de comidaAlmuerzo Me gusta Compartir,4.0,4.75,0.75,neutral,86
FONDA PALZAR (La del Manguito),david alveoLocal Guide 7 opiniones 6 fotos Editado Hace 3 añosComida: 5Servicio: 5 Más Me gusta Compartir,5.0,4.96,0.040000000000000036,neutral,105
FONDA PALZAR (La del Manguito),Maikool Rios4 opiniones Hace 2 años,5.0,4.94,0.05999999999999961,neutral,35
FONDA PALZAR (La del Manguito),Christian AlmengorLocal Guide 19 opiniones 3 fotos Hace 2 años,5.0,4.97,0.03000000000000025,neutral,62
FONDA PALZAR (La del Manguito),Roberto Valderrama Pepe Local Guide 218 opiniones 222 fotos Hace 2 años,5.0,4.73,0.2699999999999996,neutral,71
FONDA PALZAR (La del Manguito),David SánchezLocal Guide 13 opiniones 208 fotos Hace 3 años,4.0,4.56,0.5599999999999996,neutral,59
FONDA PALZAR (La del Manguito),Maryorieth NavarroLocal Guide 1 opinión 1 foto Hace 3 años,5.0,4.86,0.13999999999999968,neutral,58
FONDA PALZAR (La del Manguito),Omar Gonzalez2 opiniones Hace 3 años,5.0,4.95,0.04999999999999982,neutral,36
FONDA PALZAR (La del Manguito),miguel valdes3 opiniones 15 fotos Hace 3 años,5.0,4.65,0.34999999999999964,neutral,45
FONDA PALZAR (La del Manguito),Joel RiveraLocal Guide 28 opiniones 11 fotos Hace 3 años,5.0,4.93,0.07000000000000028,neutral,56
FONDA PALZAR (La del Manguito),sara lineth Aguilar Ibarra1 opinión Hace 3 años,4.0,4.1,0.09999999999999964,neutral,47
FONDA PALZAR (La del Manguito),Jorge Cedeño2 opiniones 1 foto Hace 3 años,5.0,4.65,0.34999999999999964,neutral,42
FONDA PALZAR (La del Manguito),Edgar Gonzalez1 opinión Hace 4 años,5.0,4.94,0.05999999999999961,neutral,35
FONDA PALZAR (La del Manguito),Everardo Bernal2 fotos Hace 4 años,5.0,4.94,0.05999999999999961,neutral,34
FONDA PALZAR (La del Manguito),Yoshimar DuarteLocal Guide 29 opiniones 17 fotos Hace 4 años,5.0,4.89,0.11000000000000032,neutral,60
FONDA PALZAR (La del Manguito),Isaac Ortega1 opinión 3 fotos Hace 4 años,3.0,3.7,0.7000000000000002,neutral,41
FONDA PALZAR (La del Manguito),Celestina Gaitan11 opiniones Hace 4 años,5.0,3.72,1.2799999999999998,neutral,40
FONDA PALZAR (La del Manguito),Javier Chiari AcostaLocal Guide 59 opiniones 36 fotos Hace 4 años,4.0,4.37,0.3700000000000001,neutral,65
FONDA PALZAR (La del Manguito),Ludwing Blanco (Lulo)Local Guide 1 opinión 1 foto Hace 4 años,5.0,4.98,0.019999999999999574,neutral,61
FONDA PALZAR (La del Manguito),Leonardo Rodríguez7 opiniones Hace 4 años,4.0,3.7,0.2999999999999998,neutral,41
FONDA PALZAR (La del Manguito),abdiel deleon2 opiniones 11 fotos Hace 4 años,5.0,4.65,0.34999999999999964,neutral,45
FONDA PALZAR (La del Manguito),D dominguezLocal Guide 18 opiniones 3 fotos Hace 4 años,5.0,4.99,0.009999999999999787,neutral,55
FONDA PALZAR (La del Manguito),Agustin Gutierrez Hace 4 años,5.0,4.81,0.1900000000000004,neutral,29
FONDA PALZAR (La del Manguito),Arline ValdesLocal Guide 1 opinión 20 fotos Hace 4 años,5.0,4.99,0.009999999999999787,neutral,55
FONDA PALZAR (La del Manguito),Ricardo Domínguez11 opiniones Hace 4 años,4.0,4.25,0.25,positivo,41
FONDA PALZAR (La del Manguito),Alvaro AcostaLocal Guide 18 opiniones Hace 5 años,5.0,4.92,0.08000000000000007,neutral,49
FONDA PALZAR (La del Manguito),Yunier Rios1 opinión Hace 5 años,5.0,4.97,0.03000000000000025,neutral,32
Azahar Restaurant,"Como viajero del mundo, puedo decir con honestidad que Azahar es uno de los mejores restaurantes que he tenido la fortuna de probar. Es toda una experiencia, las instalaciones son excelentes, hay varios ambientes a elegir dependiendo de la Más",5.0,4.15,0.8499999999999996,positivo,243
Azahar Restaurant,"Un restaurante lindo, la entrada es oculta al fondo de una tienda de flores. Tiene salones interiores, pero lo que nos pareció más bonito es la terraza con vista al mar. La comida es buena, en particular la tilapia. El servicio es muy Más",5.0,4.75,0.25,positivo,238
Azahar Restaurant,"Es un lugar muy bello, íntimo con una hermosa terraza. Bastante discreto y sobrio. La comida es deliciosa y en buena porción. Mi esposo y yo fuimos a una cena romántica en donde descubriríamos juntos el sexo de nuestro bebé. Fuimos Más",5.0,4.82,0.17999999999999972,positivo,235
Azahar Restaurant,"Una experiencia que realmente destaca en Panamá Azhar superó completamente mis expectativas. Desde el primer momento, la Más",5.0,4.75,0.25,neutral,124
Azahar Restaurant,"Visité este restaurante hace un par de semanas, para ser especifico un sábado en la noche. Tuve la oportunidad de tomarme unos tragos en la terraza, la cual tiene estupendas vistas al área de la Bahía y a los rascacielos de Punta Paitilla, Más",5.0,4.96,0.040000000000000036,neutral,243
Azahar Restaurant,"Muy buena comida no me quejo, sabor espectacular. El pan de la casa muy bueno. Pedí el rollo sushi Toni Star 10 10 solo lo haría más grande. Mi acompañante pidió un tiradito de atún muy sabroso. Y el postre pie de manzana rico y fresco. Sin duda volvería mi única recomendación es poner un letrero en la entrada que diga azahar Más",4.0,4.2,0.20000000000000018,positivo,331
Azahar Restaurant,"Un lugar excelente, si pasas por Panamá, no podes dejar de ir. Muy lindo ambiente, muy buena atencion y la comida, de primera nivel. Y precios lógicos!! Felicitaciones y seguramente volveré.",5.0,4.96,0.040000000000000036,positivo,190
Azahar Restaurant,"Visitamos Azahar en grupo de 5 Mexicanos visitando Panamá, por recomendación de 2 americanos viviendo en la ciudad, que nos contaron que si queríamos una experiencia high-end, en este lugar la encontraríamos. Más",5.0,5.0,0.0,positivo,212
Azahar Restaurant,Este restaurante me parece delicioso. El servicio es espectacular. Lo único que tendrían por mejorar es que ese día no tenían varios (y de verdad varios) de los platos de la carta. Más,5.0,5.0,0.0,positivo,184
Azahar Restaurant,"Excelente oferta gastronómica, mariscos, rollos, pastas , carnes , etc. Muy buena presentación , y el lugar agradable , original , la atención muy buena , asi mismo buena vista al mar , precio accesible ... muy recomendable. Más",5.0,4.96,0.040000000000000036,positivo,228
Azahar Restaurant,"Excelente lugar para compartir en pareja o con amigos, no es una salida a comer, es una experiencia desde la llegada al lugar. Me preguntaron si tenia algún tipo de alergias antes de pedir. Mi parte favorita el postre 100 100. Más",5.0,5.0,0.0,positivo,230
Azahar Restaurant,"Excelente todo! Soy de Argentina y cuando estoy en Panamá los visito. El servicio es espectacular, la comida igual y el ambiente top! Totalmente recomendable. Más",5.0,5.0,0.0,positivo,162
Azahar Restaurant,"Hermoso lugar, muy tranquilo, música muy linda, cocina abierta. Probé el risotto de osobuco una delicia! Recomendado y de entrada pizza de tuna riquísimo y champiñones rellenos ! Platos recomendados. Más",5.0,5.0,0.0,positivo,203
Azahar Restaurant,"Comida excelente con una vista increíble, mi única queja sería que los precios son increíblemente altos. Más",5.0,4.97,0.03000000000000025,positivo,108
Azahar Restaurant,"un restaurante de buen ambiente, música tranquila, decoración moderna, con vista a la cinta costera. La comida rica, sobre todo el pan de cortesía con su mantequilla deliciosa. Sus risotto son deliciosos. pedimos varias cosas y todo estuvo Más",4.0,4.15,0.15000000000000036,positivo,243
Azahar Restaurant,"Excelente todo el restaurant, los felicito por ser innovadores en la búsqueda de hacer las cosas diferentes de cualquier otra opción gastronómica, desde la entrada, hasta la forma de servir los platos, muy buena experiencia!!! El personal fue muy amable, 100 recomendado Más",5.0,4.86,0.13999999999999968,positivo,274
Azahar Restaurant,"Me encantó el lugar, el ambiente y la atención! La comida estuvo deliciosa, las recomendaciones y el servicio que recibimos del señor Beltrán estuvieron magníficas, muy atento y dispuesto a solucionar las dudas que tuvimos. Más",5.0,3.0,2.0,positivo,227
Azahar Restaurant,"El restaurante tiene una ambientación muy cuidada y elegante, ideal para una cena especial o una salida relajada. La vista es realmente impresionante, especialmente al atardecer. Recomiendo ir a esa hora para disfrutar tanto de la luz del Más",5.0,4.28,0.7199999999999998,positivo,242
Azahar Restaurant,"Para mí será, desde su visita, restaurante preferido. Está en el edifico exclusivo Yoo de la ave Balboa, piso 7. Uno se confunde cuando entras porque no dice que es el Restaurante Azahar. La entrada es alegoría a Moet Chandon. Luego tiene Más",5.0,4.84,0.16000000000000014,neutral,242
Azahar Restaurant,Al entrar hay que pasar por un tipo de floristería ya que este restaurante tiene la temática de speakeasy lo cual me pareció muy creativo. Tiene un menú bastante único y una vista increíble. En cuánto la comida estaba de lo mejorr y no Más,5.0,4.93,0.07000000000000028,positivo,239
Azahar Restaurant,"Tenía años sin ir, pero igual que recuerdo; pedimos casi todo el menú pero nada especial, el restaurante es un laberinto e incómodo para subir por el lobby y el elevador. Más",3.0,3.68,0.6800000000000002,positivo,174
Azahar Restaurant,"Desde México puedo decir que tuve una experiencia extraordinaria en este lugar. Tiene una vibra desde que bajas del elevador bastante bonita, nos brindaron una atención espectacular ya que estábamos trabajando y nos cambiaron de mesa para Más",5.0,5.0,0.0,positivo,242
Azahar Restaurant,"Para mi cumpleaños elegimos cenar en este lugar tan hermoso. Absolutamente todo fue increíble: la comida, la vista y, sobre todo, el servicio y el personal. Nos trataron de maravilla, especialmente Samuel, un camarero joven, muy competente y súper atento. ¡Gracias por hacerme pasar una noche maravillosa! Lo recomendamos muchísimo. Más",5.0,4.97,0.03000000000000025,positivo,336
Azahar Restaurant,"Buen ambiente y comida sabrosa. Platos bien preparados y con buena presentación. El servicio podría mejorar un poco, pero si me gustó. En general para ser primera vez fue una experiencia positiva. Más",5.0,4.99,0.009999999999999787,positivo,200
Azahar Restaurant,"Toda una experiencia de 10. Desde el ambiente, las vistas espectaculares y el servicio han hecho de una experiencia agradable y amena en pleno casco antiguo de Panamá. La comida muy buena, cortes de carne de calidad y acompañantes muy buenos pero la guinda del pastel ha sido el postre de profiteroles espectacular. Más",5.0,4.91,0.08999999999999986,positivo,319
Azahar Restaurant,"El personal es super amable y la vista está ok, pero nada espectacular. La comida es un chiste. Dicen que el short rib está cocinando por no sé cuántas horas y en sus jugos cuando lo que me sirvieron fue un pedazo de carne frío, y que Más",2.0,2.76,0.7599999999999998,positivo,238
Azahar Restaurant,"Celebramos el aniversario de mis padres aquí, y el restaurante fue buenísimo, diría que todo de 10; tiene súper buena vibra, todos son muy majos y amables y la comida de muy alta cocina. Además la selección de platos que tienen en el menú Más",5.0,4.97,0.03000000000000025,positivo,242
Azahar Restaurant,"Excelente, super recomendado, todo es deliciosoTipo de comidaCena Más",5.0,4.67,0.33000000000000007,positivo,69
Azahar Restaurant,"Primero pedimos un fernet, esperamos 10 minutos a que nos den la mesa y nos traen jagger con coca. Nos sentaron a las 20:50, son las 21:40 y la entrada que se trataba de solamente 4 piezas de nigiri de salmón no llega. La verdad es que esta Más",2.0,2.2,0.20000000000000018,negativo,244
Azahar Restaurant,"Atención de primera, lugar muy amplio y con muchos sitios para sentarse. La comida es de alto perfil, pero escasa en cantidad. Obviamente es el estilo de este tipo de restaurantes q van por lo estetico y la creación de platos (combinaciones de sabores) que por ofrecer un plato que sea abundante. Lo mejor fue el postre. Más",3.0,4.81,1.8099999999999996,positivo,324
Azahar Restaurant,"Muy buena comida, atención y ambiente. Un lugar excepcional donde tienes que ir si o si. Como siempre no tome muchas fotos pero aquí dejo un par Más",5.0,4.86,0.13999999999999968,positivo,148
Azahar Restaurant,Muy acogedor el lugar con una excelente vista hacia la bahia en la avenida Balboa. Precios aceptables y buena calidad de comida. Más,5.0,5.0,0.0,positivo,132
Azahar Restaurant,"Espectacular comida, servicio y vistas. Luis el chico que nos atendió 100 100 Absolutamente recomendable Más",5.0,4.97,0.03000000000000025,positivo,108
Azahar Restaurant,"Excelente. Podría ser top 100 en la lista. Se entra por el edificio Yoo, piso 7, por una puerta escondida detrás de una florería (si, como florería el Atlántico de bs as). Y al pasar la puerta se entra a la magia. Impecable atención, Más",5.0,5.0,0.0,positivo,237
Azahar Restaurant,"El lugar queda en el piso 7 del hotel YOO, al entrar parece una florería y debes cruzar por la puerta de metal para ingresar al restaurante. No es necesario hacer reserva pero al menos para las cenas creo que es necesario, ya que se llena. Más",5.0,4.96,0.040000000000000036,neutral,243
Azahar Restaurant,"Nos recibieron súper bien y nos sentimos muy bienvenidas desde el primer momento. Probamos el carpaccio de atún, el pulpo a la gallega y unos rolls Terminator, Más",5.0,5.0,0.0,positivo,163
Azahar Restaurant,"Para mi gusto lo mejor que probé en Panamá. Felicidades a ese equipo de cocina y servicio perfecto. Buen ambiente bella vista, buen sonido. Más",5.0,5.0,0.0,positivo,143
Azahar Restaurant,Sin duda de lo mejor en Panamá City. La combinación de Langosta y Filet Mignon es top.Comida: Más,5.0,4.87,0.1299999999999999,positivo,97
Azahar Restaurant,"La comida es increíblemente deliciosa, no hubo absolutamente nada que no nos gustara. Desde la entrada hasta el postre y aperitivo es toda una experiencia culinaria. el lugar es costoso y las porciones son pequeñas, pero para una ocasión especial es perfecta! 10 10. Más",5.0,4.77,0.23000000000000043,positivo,270
Azahar Restaurant,"Hemos vuelto después de 6 años y la verdad,el servicio está bien, no entiendo por qué no hay agua de la casa... eso quiere decir que con que agua preparan las limonadas y los concentrados?; la porción de los pescados me pareció pequeña, los Más",4.0,4.24,0.2400000000000002,positivo,244
Azahar Restaurant,"Olvidé que era un bar clandestino, así que nos tomó unos minutos darnos cuenta de que la entrada está detrás de la enorme puerta del refrigerador. La comida estuvo exquisita! Especialmente los profiteroles. El equipo del restaurante fue súper organizado y atento. Muchísimas gracias por hacer nuestra celebración especial! Más",5.0,4.97,0.03000000000000025,positivo,326
Azahar Restaurant,"Visitar el restaurante Azahar fue una experiencia increíble. La comida estuvo demasiado rica, destacando especialmente el postre de cookie dough, que es de los mejores que hemos probado. La atmósfera del lugar es increíble, y los jueves es Más",5.0,4.15,0.8499999999999996,positivo,243
Azahar Restaurant,"Nos atendió Johan, nos recomendó el pulpo a la gallega y estaba deli. Nosotros hicimos otras elecciones y todo estaba absolutamente delicioso. Los cócteles también son muy buenos y los chicos de la barra muy amigables Más",5.0,5.0,0.0,positivo,221
Azahar Restaurant,"En general muy bueno. Para el nivel de restaurante, creo que deben mejorar el carisma y la atención de los meseros. Solo uno, el que sirve las entradas, se puede decir que tiene una atención espectacular. La comida es buena, en general. Balanceado los sabores, presentación buena, sazón buena. El lugar es hermoso, muy bien decorado.",4.0,4.23,0.23000000000000043,positivo,333
Azahar Restaurant,"Es una excelente opción para disfrutar de una buena calidad gastronómica. Es de los mejores restaurantes de Ciudad de Panamá, vale la pena visitar. Lo recomiendo Más",5.0,4.96,0.040000000000000036,positivo,165
Azahar Restaurant,"Excelente cada plato, acompañado de una vista increíble y un ambiente perfecto. La atención de Antonio, Francisco y Braian sin palabras, hicieron de mi cumpleaños un momento memorable. Gracias Más",5.0,5.0,0.0,positivo,196
Azahar Restaurant,"Excelente comida, la presentación impecable y la atención super buena por parte de los meseros. El lugar es espectacular con un diseño muy bonito. Una vibra muy buena y exclusiva Más",5.0,4.99,0.009999999999999787,positivo,182
Azahar Restaurant,Todo espectacular. Un sitio mágico para degustar solo obras de arte. La atención de Billy solo fue la cereza del pastel. Más,5.0,5.0,0.0,positivo,124
Azahar Restaurant,"Comida excelente con un servicio inigualable. Pedimos pulpo a la galleta con mil hojas de papas, Linguini de Mariscos, sushi Mr Miyagui, profiteroles y todo estaba 10 10. Más",5.0,5.0,0.0,positivo,174
Azahar Restaurant,"Excelente opción si estas en panama! La comida exquisito, la atención muy buena y la relación precio calidad es acorde",5.0,4.61,0.3899999999999997,positivo,118
Azahar Restaurant,"Azahar me encantó desde las entradas hasta el plato fuerte y las bebidas. El personal muy atento. El ambiente chic, las luces bajas lo hacen más intimo y la vista en la terraza simplemente espectacular. En la entradas tienen a la venta unos bouquets florales preciosos. Lo suoer recomiendo. Más",5.0,4.78,0.21999999999999975,positivo,294
Azahar Restaurant,"Excelente opción gastronómica de alta gama en Panamá, ofrecen una carta muy variada, la cocina es creativa, moderna, todo está muy bien realizado y servido con mucha amabilidad y gran eficiencia. Más",5.0,4.99,0.009999999999999787,positivo,199
Azahar Restaurant,"Excelente menú que pedí, disfrute mi comida Linguini aglio e olio frutto di mare, frescura en los mariscos , delicioso, muy buena preparacion, maravillosa experiencia y excelente atención de los chicos, lugar acogedor, estupenda vista Más",5.0,5.0,0.0,positivo,238
Azahar Restaurant,"Excelente servicio de cocina, el sitio es genial y muy bello, la vista de la ciudad es espectacular recomiendo hacer reserva para las mesas que dan hacia la ciudad Más",5.0,4.98,0.019999999999999574,positivo,167
Azahar Restaurant,"Excelente nivel de cocina fusión. Buena atención, gran ambientación y sabores muy originales. Recomiendo mucho los siguientes: Langostinos Azahar. Dumplings de Cordero. Carne Wagyu. Risotto de hongos. Tagliatelle con trufa. Volcán de chocolate. Postre tres leches.",5.0,4.56,0.4400000000000004,positivo,264
Azahar Restaurant,"Una gran bienvenida a Panamá, recién llegadas fue la mejor elección para almorzar. Nos atendió Franklin quien nos dio las mejores recomendaciones de platos y lugares para visitar. Cominos el pulpo a la gallega, carpaccio de atún y rolls Terminator. Todo una delicia! Más",5.0,4.45,0.5499999999999998,positivo,270
Azahar Restaurant,"ENGLISH BELOW. Una de las mejores opciones de la ciudad: menú super bien trabajado, variado y exquisito, además de un ambiente super agradable con vistas a la bahía y con un Más",5.0,5.0,0.0,positivo,177
Azahar Restaurant,"Dan un poquitin de wasabi luego cuando pides te lo cobran. También me sirvieron sushi rancio, Realmente me decepciona. El camarero dijo que lo habían calentado en el microondas?! Más",1.0,3.61,2.61,negativo,182
Azahar Restaurant,"De mis restaurantes favoritos en Panamá! Todo lo que coman es excelente. El servicio, la calidad y la atención a cada detalle. Más",5.0,5.0,0.0,positivo,130
Azahar Restaurant,"Azahar en PH Yoo es una experiencia única. Desde la entrada discreta tras la fachada de Moët y la floristería, hasta el Más",5.0,4.88,0.1200000000000001,positivo,123
Azahar Restaurant,"Espectacular este lugar! Desde la experiencia, la ambientación, los tragos, la comida pero sobre todo el servicio. Fuimos atendidos de primera y queremos agradecer especialmente esto ya que no hay muchos lugares donde nos hayamos sentido Más",5.0,4.96,0.040000000000000036,positivo,241
Azahar Restaurant,"El mejor restaurante al que fui en el último año. Con concepto secreto, acudís al edificio yoo luego de hacer la reserva y al entrar por el ascensor encontramos una florería, pasando esa puerta secreta absoluto buen gusto en la decoración, limpieza, atención, y el menú que te sorprende al Leer pero más al llegar a tu mesa.",5.0,5.0,0.0,positivo,324
Azahar Restaurant,"Hermoso lugar con excelente atención de Gilberto, la comida deliciosa y cuidadosamente elaborada. El mousse de plátano y risotto de hongos, filete Wellington y de postre: el creme brûlée, mis favoritos. Más",5.0,5.0,0.0,positivo,206
Azahar Restaurant,La comida es increíble. En Azahar me comí el mejor risotto que haya probado en la vida.Tipo de pedid Más,5.0,4.95,0.04999999999999982,positivo,104
Azahar Restaurant,"Iba predispuesta pero con la atención y platillos me cautivaron, los detalles en el sanitario, El sabor inolvidable de los platillos y el detalle de los saloneros, en un momento sentí que casi que me daban la comida qué experiencia tan buena. Más",5.0,4.72,0.28000000000000025,positivo,246
Azahar Restaurant,Una cena increíble! El pulpo y la tarta 3 leches de lo mejor!! Los camareros Bily y Franklin muy atentos y acertados con las recomendaciones! Para repetir sin duda! Más,5.0,5.0,0.0,positivo,168
Azahar Restaurant,Primera vez que fui a allí Restaurante tiene excelente vista Más,4.0,4.35,0.34999999999999964,positivo,64
Azahar Restaurant,"Fue una experiencia única , la comida espectacular y la atención del mesero Joham increíble,muy amable y te asesora que comer cuando no eres de aquí ,mi esposo quedó más que satisfecho con el plato que se sirvió Francino acevichao y mi plato Linguini frutti di mare todo exquisito ;terminamos con unos ñoquis de plátano maduro Más",5.0,4.84,0.16000000000000014,positivo,330
Azahar Restaurant,"Elegante, sofisticados sabores. Uno de mis favoritos para comer crudos y disfrutar un trago. El ambiente los fine de semana con Dj y carro de Gin Tonic Insuperable!!!",5.0,4.53,0.46999999999999975,positivo,166
Azahar Restaurant,"Saludos , Calidad de comida , buena vista a la ciudad de Panamá . Debieran contar con Más",4.0,4.56,0.5599999999999996,positivo,89
Azahar Restaurant,"Magnífico lugar, calidad y precio aceptable. Personal amable y atento. Buena comida . Las ensaladas deberían de echarle todos los ingredientes en proporción igual, a veces traen demasiada hoja y poco de lo demás. Por todo lo demás excelente sitio.",4.0,4.3,0.2999999999999998,positivo,247
Azahar Restaurant,Me encantó este restaurante en Panamá. La vista divina y la comida espectacular. Fui dos veces en el mismo viaje. Más,5.0,4.88,0.1200000000000001,positivo,117
Azahar Restaurant,"Mood romántico en la noche, elegante. Si quiere probar platos exóticos internacionales este es el lugar, también si es amante de los postres no se puede ir sin probar uno. Al ser concurrido la comida puede demorar un poco en llegar. Más",4.0,3.06,0.94,negativo,236
Azahar Restaurant,"Yo amo mucho todo, Billy fue super cordial e increíble, quiero agradecer por todo atendimento y por un día dos novios increíble que tuve aquí Más",5.0,4.97,0.03000000000000025,positivo,145
Azahar Restaurant,"Increible restaurante. Ambiente, comida espectacular. un Must pedir el risotto de osobuco con tuetano... otro mundo. Más",5.0,5.0,0.0,positivo,120
Azahar Restaurant,"La experiencia fue muy mala. La mayoria de la comida estaba rica a excepción del rissotto con hongos que sabía a risotto con mayonesa de trufas, muy artificial. El servicio fue lo peor, llegamos nadie nos recibió en la entrada y nadie Más",1.0,1.51,0.51,negativo,238
Azahar Restaurant,"Espectacular lugar increíble, muy cálida atención, el sushi de primera. Música en vivo ambiente familiar y el lugar te maravilla Más",5.0,5.0,0.0,positivo,132
Azahar Restaurant,"Me encantó el lugar, la comida excelente presentación y muy ricaTipo de comida Más",5.0,5.0,0.0,positivo,82
Azahar Restaurant,"Comida excelente, recomendados la entraña y el risotto de hongosTipo de comida Más",5.0,5.0,0.0,positivo,82
Azahar Restaurant,"Que buen descubrimiento este lugar , de principio a fin nos encanto. Ceicge de corvina , pulpo a la gallega, ensalada caprese, langostinos azahar, roll Michel jackson y de postre profiteroles , todo si excepción delicioso Más",5.0,5.0,0.0,positivo,225
Azahar Restaurant,"Espectacular ...es bueno, bonito y no tan barato pero accesible ...riquisima toda la comida ...de verdad la experiencia es buenisima ..el pan como lo sirven , son cajones ... los camarones deliciosos (entrada) , los postres uff delicia , yo soy amante al chocolate pero admito que el tres leches es sublime ...recomendado 100",5.0,4.77,0.23000000000000043,positivo,325
Azahar Restaurant,Primera visita y fue muy agradable. El vale parking ayuda a la comodidad. El ambiente cómodo ya sea para familia o en parejas. La atención excelente personal y con buenas recomendaciones. Todo estuvo bien pero para mi gusto lo mejor fue la comida aunque las porciones no son inmensas tienen gran sabor.,5.0,4.94,0.05999999999999961,positivo,302
Azahar Restaurant,"Nos atendió Rodrigo muy lindo y amable. Todo impecable y delicioso, mejor no pudo ser. Muchas gracias. Siempre es un placer venir a Azahar Más",5.0,5.0,0.0,positivo,142
Azahar Restaurant,"Podría darle 6 estrellas, la comida estuvo mundial, fresca, sabor delicado, cocinado a su punto los mariscos y la carne. En Ambiente y decoración un Bravo! Me encanto y quiero volver en mi próxima visita a Panama.",5.0,5.0,0.0,positivo,213
Azahar Restaurant,Fuimos a celebrar el cumpleaños de una amiga y fue sencillamente perfecto. Alexis nos atendió y todo fue perfecto. Más,5.0,4.61,0.3899999999999997,positivo,118
Azahar Restaurant,Buena experiencia lugar que sabe conquistar a sus clientes con la presentación de sus platos buen sabor y precio equilibrado,5.0,4.99,0.009999999999999787,positivo,124
Azahar Restaurant,El lugar está en un 7mo piso con vista a la cinta costera. Debes pasar una mini floristería y abrir una puerta de metal que le da un toque de taberna moderna pues tienen una luz bien tenue todo bien decorado a modo de paredes vivas. La Más,5.0,4.93,0.07000000000000028,positivo,239
Azahar Restaurant,Todo perfecto la comida exquisita y el servicio excelente recomendable para cualquier ocasión especial. Alta cocina! Más,5.0,5.0,0.0,positivo,120
Azahar Restaurant,"Intentamos entrar al restaurante pero el vale parking que esta en la entrada dijo que si no entregamos la llave de el carro teníamos que pagar 5 dolares después de ya estar parqueado por nosotros ,no se podía entregar la llave del carro Más",1.0,2.36,1.3599999999999999,positivo,240
Azahar Restaurant,"Se hizo reservación y estuvimos 30 minutos a la espera de una mesa, cuando la idea de reservar es justamente evitar estas situaciones. Se tuvo que consultar dos veces sobre el asunto. Más",1.0,3.82,2.82,negativo,187
Azahar Restaurant,Me encantoooo. Mi sitio preferido de Panamá. Todo fue excelenteTipo de comida Más,5.0,4.98,0.019999999999999574,positivo,81
Azahar Restaurant,La comida es algo de otro mundo. Todo súper delicioso! Y la atención de Alexis y Alejandro impecable y nos hicieron pasar una noche muy agradable. Volvería mil veces! Más,5.0,5.0,0.0,positivo,170
Azahar Restaurant,"Restaurante con muy buen ambiente , comida deliciosa y buena atención . Cuenta además con hermosas vista de la bahía. Más",5.0,4.97,0.03000000000000025,positivo,121
Azahar Restaurant,"Se come bien, pero el servicio aquí y en Panamá en generla es MUUUY LENTO. No recogen los platos sucios y las bebidas tardan mucho em dártelas Más",5.0,4.31,0.6900000000000004,negativo,146
Azahar Restaurant,"Un Lugar Extraordinario Lleno de Glamur y mucha Distinción, tiene un ambiente Único, y la comida es Exquicita y el servicio a otro nivel, la música la decoración y el trato de principio a fin son de lo mejor en Panamá",5.0,4.87,0.1299999999999999,positivo,217
Azahar Restaurant,"La mejor comida y el mejor restaurante de Panama city, siempre la comida y los platos impecable , el sushi es el mejor que pueda comer en la ciudad, Jorge en la parte se sushi es muy amable y siempre muy disponible...100 recomendado Más",5.0,5.0,0.0,positivo,236
Azahar Restaurant,"Me encantó este lugar, la comida es excelente y el lugar es hermoso, la atención es buena, si tienes la oportunidad visitalo!",5.0,5.0,0.0,positivo,125
Azahar Restaurant,"Todo es riquísimo. El ambiente, la música, la comida Pero traigo unos tips para que tu experiencia sea mejor: 1.- La Entrada: Más",4.0,5.0,1.0,positivo,129
Azahar Restaurant,"Azahar Restaurant es un lugar encantador, con un ambiente elegante y una vista espectacular. La comida es deliciosa, con presentaciones cuidadas y sabores únicos. El servicio es atento y profesional, lo que hace que la experiencia sea aún Más",5.0,4.97,0.03000000000000025,positivo,242
Azahar Restaurant,Delicioso!!!! Muy bien amiente Biry 100 puntos por el servicioTipo de comida Más,5.0,4.99,0.009999999999999787,positivo,80
Azahar Restaurant,"El lugar me encantó y el personal todos muy amables, la comida estaba deliciosa y fue tal cual como lo esperaba. Más",5.0,4.74,0.2599999999999998,positivo,116
Azahar Restaurant,"Me encantó, una perfecta atención la comida deliciosa y exquisita buenos vino una caba increíble, un lugar para repetir Más",5.0,4.88,0.1200000000000001,positivo,123
Azahar Restaurant,"Es una delicia la comida, Recomiendo en cuanto a Entradas El Sushi Oso maki con un toque crunchy y el pink Panther de plato fuerte la entraña acompañada de Risotto 4 quesos con nuez moscada esta recomendado. Más",5.0,4.91,0.08999999999999986,positivo,211
Azahar Restaurant,"Excelente ambiente y decoración! El personal es amable, los precios son muy elevados en comparación a lo servido. Por todo lo demás, buena experiencia. Valet parking sellado es gratis",4.0,5.0,1.0,positivo,183
